textDisplay,likeCount,remove_user,cleaning,tokenized_Content
Jadi pgn balikan sama BNI<br>Rwspect banget BNI!!!!!!,0.0,Jadi pgn balikan sama BNI<br>Rwspect banget BNI!!!!!!,Jadi pgn balikan sama BNIRwspect banget BNI ,"['""Jadi""', '""pgn""', '""balikan""', '""sama""', '""BNI""', '""<""', '""br""', '"">""', '""Rwspect""', '""banget""', '""BNI""', '""!""', '""!""', '""!""', '""!""', '""!""', '""!""']"
ini relatable banget x&#39;DD,0.0,ini relatable banget x&#39;DD,ini relatable banget xDD,"['""ini""', '""relatable""', '""banget""', '""x""', '""&""', '""#""', '""39""', '"";""', '""DD""']"
"Omagaa, bni memasak coyy",0.0,"Omagaa, bni memasak coyy",Omagaa bni memasak coyy,"['""Omagaa""', '"",""', '""bni""', '""memasak""', '""coyy""']"
Waw ada anime nya cuyyy,0.0,Waw ada anime nya cuyyy,Waw ada anime nya cuyyy,"['""Waw""', '""ada""', '""anime""', '""nya""', '""cuyyy""']"
"Huge W BNI, jarang banget masih iklan pakai animator anime, VA nya  oke, ini namanya iklan yang gak bakal di skip 👍🏼",0.0,"Huge W BNI, jarang banget masih iklan pakai animator anime, VA nya  oke, ini namanya iklan yang gak bakal di skip 👍🏼",Huge W BNI jarang banget masih iklan pakai animator anime VA nya oke ini namanya iklan yang gak bakal di skip ,"['""Huge""', '""W""', '""BNI""', '"",""', '""jarang""', '""banget""', '""masih""', '""iklan""', '""pakai""', '""animator""', '""anime""', '"",""', '""VA""', '""nya""', '""oke""', '"",""', '""ini""', '""namanya""', '""iklan""', '""yang""', '""gak""', '""bakal""', '""di""', '""skip""', '""👍🏼""']"
kok lucu banget sih guys😭😭😭,0.0,kok lucu banget sih guys😭😭😭,kok lucu banget sih guys ,"['""kok""', '""lucu""', '""banget""', '""sih""', '""guys😭😭😭""']"
bro BNI sedang memasak,0.0,bro BNI sedang memasak,bro BNI sedang memasak,"['""bro""', '""BNI""', '""sedang""', '""memasak""']"
すごいですねwww,1.0,すごいですねwww, www,"['""すごいですねwww""']"
Gelo,0.0,Gelo,Gelo,"['""Gelo""']"
"sial, iklan nya lucu banget 🤣",0.0,"sial, iklan nya lucu banget 🤣",sial iklan nya lucu banget ,"['""sial""', '"",""', '""iklan""', '""nya""', '""lucu""', '""banget""', '""🤣""']"
alamak,0.0,alamak,alamak,"['""alamak""']"
Sepertinya BNI sedang menarik para gen Z untuk menggunakan layanannya yang dimana gen Z udah mulai menguasai dunia. Apa jangan-jangan pegawai BNI-nya juga gen Z?😂,0.0,Sepertinya BNI sedang menarik para gen Z untuk menggunakan layanannya yang dimana gen Z udah mulai menguasai dunia. Apa jangan-jangan pegawai BNI-nya juga gen Z?😂,Sepertinya BNI sedang menarik para gen Z untuk menggunakan layanannya yang dimana gen Z udah mulai menguasai dunia Apa jangan jangan pegawai BNI nya juga gen Z ,"['""Sepertinya""', '""BNI""', '""sedang""', '""menarik""', '""para""', '""gen""', '""Z""', '""untuk""', '""menggunakan""', '""layanannya""', '""yang""', '""dimana""', '""gen""', '""Z""', '""udah""', '""mulai""', '""menguasai""', '""dunia""', '"".""', '""Apa""', '""jangan-jangan""', '""pegawai""', '""BNI-nya""', '""juga""', '""gen""', '""Z""', '""?""', '""😂""']"
"Karena animasi sama VA nya bagus, Gw kira ini tadi anime baru yang bakalan rilis, ehh ternyata...... 😆",0.0,"Karena animasi sama VA nya bagus, Gw kira ini tadi anime baru yang bakalan rilis, ehh ternyata...... 😆",Karena animasi sama VA nya bagus Gw kira ini tadi anime baru yang bakalan rilis ehh ternyata ,"['""Karena""', '""animasi""', '""sama""', '""VA""', '""nya""', '""bagus""', '"",""', '""Gw""', '""kira""', '""ini""', '""tadi""', '""anime""', '""baru""', '""yang""', '""bakalan""', '""rilis""', '"",""', '""ehh""', '""ternyata""', '""......""', '""😆""']"
GILAAAAAA BNI NIAT BGTTT👏<br>OTW PAKE BNI SIH KALO GINI😋,0.0,GILAAAAAA BNI NIAT BGTTT👏<br>OTW PAKE BNI SIH KALO GINI😋,GILAAAAAA BNI NIAT BGTTT OTW PAKE BNI SIH KALO GINI ,"['""GILAAAAAA""', '""BNI""', '""NIAT""', '""BGTTT👏""', '""<""', '""br""', '"">""', '""OTW""', '""PAKE""', '""BNI""', '""SIH""', '""KALO""', '""GINI😋""']"
Semua akan wibu pada waktunya (⁠ ⁠◜⁠‿⁠◝⁠ ⁠)⁠♡,1.0,Semua akan wibu pada waktunya (⁠ ⁠◜⁠‿⁠◝⁠ ⁠)⁠♡,Semua akan wibu pada waktunya ,"['""Semua""', '""akan""', '""wibu""', '""pada""', '""waktunya""', '""(""', '""\u2060""', '""\u2060◜\u2060‿\u2060◝\u2060""', '""\u2060""', '"")""', '""\u2060♡""']"
BNI (Bank Nichijou Indonesia)<br><br>Change my mind,0.0,BNI (Bank Nichijou Indonesia)<br><br>Change my mind,BNI Bank Nichijou Indonesia Change my mind,"['""BNI""', '""(""', '""Bank""', '""Nichijou""', '""Indonesia""', '"")""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""Change""', '""my""', '""mind""']"
kalo dibikin beginian wibu mana yang ga mau pake BNI😂,0.0,kalo dibikin beginian wibu mana yang ga mau pake BNI😂,kalo dibikin beginian wibu mana yang ga mau pake BNI ,"['""kalo""', '""dibikin""', '""beginian""', '""wibu""', '""mana""', '""yang""', '""ga""', '""mau""', '""pake""', '""BNI😂""']"
Rill kah ini iklan? Kok ceritamya seru😅,0.0,Rill kah ini iklan? Kok ceritamya seru😅,Rill kah ini iklan Kok ceritamya seru ,"['""Rill""', '""kah""', '""ini""', '""iklan""', '""?""', '""Kok""', '""ceritamya""', '""seru😅""']"
based BNI,0.0,based BNI,based BNI,"['""based""', '""BNI""']"
di tunggu episode 2 nya min 🤣🤣,0.0,di tunggu episode 2 nya min 🤣🤣,di tunggu episode nya min ,"['""di""', '""tunggu""', '""episode""', '""2""', '""nya""', '""min""', '""🤣🤣""']"
Njir lewat di beranda,0.0,Njir lewat di beranda,Njir lewat di beranda,"['""Njir""', '""lewat""', '""di""', '""beranda""']"
Waaah....ditunggu episode selanjutnya,0.0,Waaah....ditunggu episode selanjutnya,Waaah ditunggu episode selanjutnya,"['""Waaah""', '""....""', '""ditunggu""', '""episode""', '""selanjutnya""']"
Ngingetin gw sama anime nichijou ini wkwk 😂,0.0,Ngingetin gw sama anime nichijou ini wkwk 😂,Ngingetin gw sama anime nichijou ini wkwk ,"['""Ngingetin""', '""gw""', '""sama""', '""anime""', '""nichijou""', '""ini""', '""wkwk""', '""😂""']"
absolute cinema 🔥🔥🔥,0.0,absolute cinema 🔥🔥🔥,absolute cinema ,"['""absolute""', '""cinema""', '""🔥🔥🔥""']"
"gilakk, gokil BNI😭",0.0,"gilakk, gokil BNI😭",gilakk gokil BNI ,"['""gilakk""', '"",""', '""gokil""', '""BNI😭""']"
Wibu,0.0,Wibu,Wibu,"['""Wibu""']"
Contoh BUMN gawe,0.0,Contoh BUMN gawe,Contoh BUMN gawe,"['""Contoh""', '""BUMN""', '""gawe""']"
mana eps 2 nya,0.0,mana eps 2 nya,mana eps nya,"['""mana""', '""eps""', '""2""', '""nya""']"
waw iklannya lucu,0.0,waw iklannya lucu,waw iklannya lucu,"['""waw""', '""iklannya""', '""lucu""']"
wkwkwwk bisa gitu,0.0,wkwkwwk bisa gitu,wkwkwwk bisa gitu,"['""wkwkwwk""', '""bisa""', '""gitu""']"
apa-apaan ini blud mendadak muncul di feed yt gua 😭🙏,0.0,apa-apaan ini blud mendadak muncul di feed yt gua 😭🙏,apa apaan ini blud mendadak muncul di feed yt gua ,"['""apa-apaan""', '""ini""', '""blud""', '""mendadak""', '""muncul""', '""di""', '""feed""', '""yt""', '""gua""', '""😭🙏""']"
To be continued ???,0.0,To be continued ???,To be continued ,"['""To""', '""be""', '""continued""', '""?""', '""?""', '""?""']"
Biarkan BNI memasak bung🔥🔥🔥,0.0,Biarkan BNI memasak bung🔥🔥🔥,Biarkan BNI memasak bung ,"['""Biarkan""', '""BNI""', '""memasak""', '""bung🔥🔥🔥""']"
"Ketika anggaran marketing digunakan dengan tepat, be like :",0.0,"Ketika anggaran marketing digunakan dengan tepat, be like :",Ketika anggaran marketing digunakan dengan tepat be like ,"['""Ketika""', '""anggaran""', '""marketing""', '""digunakan""', '""dengan""', '""tepat""', '"",""', '""be""', '""like""', '"":""']"
anime favorit sisen ini,0.0,anime favorit sisen ini,anime favorit sisen ini,"['""anime""', '""favorit""', '""sisen""', '""ini""']"
kerennnn ini ❤,0.0,kerennnn ini ❤,kerennnn ini ,"['""kerennnn""', '""ini""', '""❤""']"
Bro we got Anime from BNI before GTA 6💥💥💥,0.0,Bro we got Anime from BNI before GTA 6💥💥💥,Bro we got Anime from BNI before GTA ,"['""Bro""', '""we""', '""got""', '""Anime""', '""from""', '""BNI""', '""before""', '""GTA""', '""6💥💥💥""']"
Omg BNI chan,0.0,Omg BNI chan,Omg BNI chan,"['""Omg""', '""BNI""', '""chan""']"
"Anjir gwa kira gak official rupanya beneran akun BNI, niat banget pakek animasi anime pakek VA dari jepang pula lagi",0.0,"Anjir gwa kira gak official rupanya beneran akun BNI, niat banget pakek animasi anime pakek VA dari jepang pula lagi",Anjir gwa kira gak official rupanya beneran akun BNI niat banget pakek animasi anime pakek VA dari jepang pula lagi,"['""Anjir""', '""gwa""', '""kira""', '""gak""', '""official""', '""rupanya""', '""beneran""', '""akun""', '""BNI""', '"",""', '""niat""', '""banget""', '""pakek""', '""animasi""', '""anime""', '""pakek""', '""VA""', '""dari""', '""jepang""', '""pula""', '""lagi""']"
To be continued???? LESSSGOOOOO,0.0,To be continued???? LESSSGOOOOO,To be continued LESSSGOOOOO,"['""To""', '""be""', '""continued""', '""?""', '""?""', '""?""', '""?""', '""LESSSGOOOOO""']"
AWOWKWOWK NGAKAK KEREN LAGI,0.0,AWOWKWOWK NGAKAK KEREN LAGI,AWOWKWOWK NGAKAK KEREN LAGI,"['""AWOWKWOWK""', '""NGAKAK""', '""KEREN""', '""LAGI""']"
WHAT THE SIGMA,0.0,WHAT THE SIGMA,WHAT THE SIGMA,"['""WHAT""', '""THE""', '""SIGMA""']"
"Kemarin dari Paus katolik, sekarsng BNI 😅",0.0,"Kemarin dari Paus katolik, sekarsng BNI 😅",Kemarin dari Paus katolik sekarsng BNI ,"['""Kemarin""', '""dari""', '""Paus""', '""katolik""', '"",""', '""sekarsng""', '""BNI""', '""😅""']"
Jepang berhasil menjajah dunia lewat anime🔥🔥🔥,0.0,Jepang berhasil menjajah dunia lewat anime🔥🔥🔥,Jepang berhasil menjajah dunia lewat anime ,"['""Jepang""', '""berhasil""', '""menjajah""', '""dunia""', '""lewat""', '""anime🔥🔥🔥""']"
Animasinya smooth anjjir,0.0,Animasinya smooth anjjir,Animasinya smooth anjjir,"['""Animasinya""', '""smooth""', '""anjjir""']"
waifumu BNI,0.0,waifumu BNI,waifumu BNI,"['""waifumu""', '""BNI""']"
uwoooohhh top 👍👍😂😂😂,0.0,uwoooohhh top 👍👍😂😂😂,uwoooohhh top ,"['""uwoooohhh""', '""top""', '""👍👍😂😂😂""']"
Absolute cinema🙏,0.0,Absolute cinema🙏,Absolute cinema ,"['""Absolute""', '""cinema🙏""']"
+1 masuk kedalam playlist Anime buatan anak bangsa indonesia,3.0,+1 masuk kedalam playlist Anime buatan anak bangsa indonesia, masuk kedalam playlist Anime buatan anak bangsa indonesia,"['""+1""', '""masuk""', '""kedalam""', '""playlist""', '""Anime""', '""buatan""', '""anak""', '""bangsa""', '""indonesia""']"
When will Indonesia finally took a huge step into animation industry fr,1.0,When will Indonesia finally took a huge step into animation industry fr,When will Indonesia finally took a huge step into animation industry fr,"['""When""', '""will""', '""Indonesia""', '""finally""', '""took""', '""a""', '""huge""', '""step""', '""into""', '""animation""', '""industry""', '""fr""']"
omg,0.0,omg,omg,"['""omg""']"
Waifu Baru😋😋😋,1.0,Waifu Baru😋😋😋,Waifu Baru ,"['""Waifu""', '""Baru😋😋😋""']"
ga nyangka sih 😭😭😭 tpi animasinya bagus bgt!!!,0.0,ga nyangka sih 😭😭😭 tpi animasinya bagus bgt!!!,ga nyangka sih tpi animasinya bagus bgt ,"['""ga""', '""nyangka""', '""sih""', '""😭😭😭""', '""tpi""', '""animasinya""', '""bagus""', '""bgt""', '""!""', '""!""', '""!""']"
KRENNNN,0.0,KRENNNN,KRENNNN,"['""KRENNNN""']"
Perlu episode selanjutnya,0.0,Perlu episode selanjutnya,Perlu episode selanjutnya,"['""Perlu""', '""episode""', '""selanjutnya""']"
Keren 😂😂,0.0,Keren 😂😂,Keren ,"['""Keren""', '""😂😂""']"
Ayok buka Rekening BNI dan aktifkan Wonder mu biar anime ini berlanjut 😅😅😅,0.0,Ayok buka Rekening BNI dan aktifkan Wonder mu biar anime ini berlanjut 😅😅😅,Ayok buka Rekening BNI dan aktifkan Wonder mu biar anime ini berlanjut ,"['""Ayok""', '""buka""', '""Rekening""', '""BNI""', '""dan""', '""aktifkan""', '""Wonder""', '""mu""', '""biar""', '""anime""', '""ini""', '""berlanjut""', '""😅😅😅""']"
Ojichan pahlawanku 😭😭😭,0.0,Ojichan pahlawanku 😭😭😭,Ojichan pahlawanku ,"['""Ojichan""', '""pahlawanku""', '""😭😭😭""']"
vvibu,0.0,vvibu,vvibu,"['""vvibu""']"
Lhhooo,0.0,Lhhooo,Lhhooo,"['""Lhhooo""']"
Masih berlanjut? Wajib bikin terus sih ini 💯💯💯💯🔥🔥🔥🔥🔥,0.0,Masih berlanjut? Wajib bikin terus sih ini 💯💯💯💯🔥🔥🔥🔥🔥,Masih berlanjut Wajib bikin terus sih ini ,"['""Masih""', '""berlanjut""', '""?""', '""Wajib""', '""bikin""', '""terus""', '""sih""', '""ini""', '""💯💯💯💯🔥🔥🔥🔥🔥""']"
😳,0.0,😳, ,"['""😳""']"
bruh<br>BNI anime it&#39;s not on my bingo card today 😂,0.0,bruh<br>BNI anime it&#39;s not on my bingo card today 😂,bruhBNI anime its not on my bingo card today ,"['""bruh""', '""<""', '""br""', '"">""', '""BNI""', '""anime""', '""it""', '""&""', '""#""', '""39""', '"";""', '""s""', '""not""', '""on""', '""my""', '""bingo""', '""card""', '""today""', '""😂""']"
BNI Bikin Anime????,0.0,BNI Bikin Anime????,BNI Bikin Anime ,"['""BNI""', '""Bikin""', '""Anime""', '""?""', '""?""', '""?""', '""?""']"
Pke bahasa Jepang pula no wayyyy<br>Saya tak sangka😊,0.0,Pke bahasa Jepang pula no wayyyy<br>Saya tak sangka😊,Pke bahasa Jepang pula no wayyyySaya tak sangka ,"['""Pke""', '""bahasa""', '""Jepang""', '""pula""', '""no""', '""wayyyy""', '""<""', '""br""', '"">""', '""Saya""', '""tak""', '""sangka😊""']"
Lucuu 😂❤,1.0,Lucuu 😂❤,Lucuu ,"['""Lucuu""', '""😂❤""']"
"Mampir kesini karena thumbnail☝️😁, gak sia² nge-klik ni video🤩",1.0,"Mampir kesini karena thumbnail☝️😁, gak sia² nge-klik ni video🤩",Mampir kesini karena thumbnail gak sia nge klik ni video ,"['""Mampir""', '""kesini""', '""karena""', '""thumbnail☝️😁""', '"",""', '""gak""', '""sia²""', '""nge-klik""', '""ni""', '""video🤩""']"
Bagusan ini ketimbang yang katanya dikerjakan sama 300 Animator😂,0.0,Bagusan ini ketimbang yang katanya dikerjakan sama 300 Animator😂,Bagusan ini ketimbang yang katanya dikerjakan sama Animator ,"['""Bagusan""', '""ini""', '""ketimbang""', '""yang""', '""katanya""', '""dikerjakan""', '""sama""', '""300""', '""Animator😂""']"
Yg animasi nya tentang kisah keluarga Raffi Ahmad ya? 😂😂,0.0,Yg animasi nya tentang kisah keluarga Raffi Ahmad ya? 😂😂,Yg animasi nya tentang kisah keluarga Raffi Ahmad ya ,"['""Yg""', '""animasi""', '""nya""', '""tentang""', '""kisah""', '""keluarga""', '""Raffi""', '""Ahmad""', '""ya""', '""?""', '""😂😂""']"
@safira_nuraini57  waduh rek🤫🤣,0.0,  waduh rek🤫🤣, waduh rek ,"['""@""', '""safira_nuraini57""', '""waduh""', '""rek🤫🤣""']"
Woilah jelas cik...,0.0,Woilah jelas cik...,Woilah jelas cik ,"['""Woilah""', '""jelas""', '""cik""', '""...""']"
"BNI punya Anime , apakah wondr akan jadi judul anime ? kita nantikan saja 🗿🗿🗿",0.0,"BNI punya Anime , apakah wondr akan jadi judul anime ? kita nantikan saja 🗿🗿🗿",BNI punya Anime apakah wondr akan jadi judul anime kita nantikan saja ,"['""BNI""', '""punya""', '""Anime""', '"",""', '""apakah""', '""wondr""', '""akan""', '""jadi""', '""judul""', '""anime""', '""?""', '""kita""', '""nantikan""', '""saja""', '""🗿🗿🗿""']"
waktunya beli saham BBNI 📈📈📈,0.0,waktunya beli saham BBNI 📈📈📈,waktunya beli saham BBNI ,"['""waktunya""', '""beli""', '""saham""', '""BBNI""', '""📈📈📈""']"
apakah ini pertanda nichijou dapat jatah season baru??? 🐇🐇🐇,0.0,apakah ini pertanda nichijou dapat jatah season baru??? 🐇🐇🐇,apakah ini pertanda nichijou dapat jatah season baru ,"['""apakah""', '""ini""', '""pertanda""', '""nichijou""', '""dapat""', '""jatah""', '""season""', '""baru""', '""?""', '""?""', '""?""', '""🐇🐇🐇""']"
"No wayyyy, We got BNI Nichijou before GTA VI😱😱😱",5.0,"No wayyyy, We got BNI Nichijou before GTA VI😱😱😱",No wayyyy We got BNI Nichijou before GTA VI ,"['""No""', '""wayyyy""', '"",""', '""We""', '""got""', '""BNI""', '""Nichijou""', '""before""', '""GTA""', '""VI😱😱😱""']"
wait WHATTT!!!!! THIS FOR REALLLL??????,0.0,wait WHATTT!!!!! THIS FOR REALLLL??????,wait WHATTT THIS FOR REALLLL ,"['""wait""', '""WHATTT""', '""!""', '""!""', '""!""', '""!""', '""!""', '""THIS""', '""FOR""', '""REALLLL""', '""?""', '""?""', '""?""', '""?""', '""?""', '""?""']"
Nichijou nyasar ke Indo dan koleb dengan BNI 🗣️🗣️🗣️🔥🔥🗣️🗣️🔥💯💯‼️‼️‼️💯💯💯🔥🔥🔥🦅🦅🦅🦅🦅🇮🇩🇮🇩🇮🇩🇮🇩🔥🔥🔥,0.0,Nichijou nyasar ke Indo dan koleb dengan BNI 🗣️🗣️🗣️🔥🔥🗣️🗣️🔥💯💯‼️‼️‼️💯💯💯🔥🔥🔥🦅🦅🦅🦅🦅🇮🇩🇮🇩🇮🇩🇮🇩🔥🔥🔥,Nichijou nyasar ke Indo dan koleb dengan BNI ,"['""Nichijou""', '""nyasar""', '""ke""', '""Indo""', '""dan""', '""koleb""', '""dengan""', '""BNI""', '""🗣️🗣️🗣️🔥🔥🗣️🗣️🔥💯💯‼️‼️‼️💯💯💯🔥🔥🔥🦅🦅🦅🦅🦅🇮🇩🇮🇩🇮🇩🇮🇩🔥🔥🔥""']"
Syukurlah aku menemukan anime BNI sebelum 2025,1.0,Syukurlah aku menemukan anime BNI sebelum 2025,Syukurlah aku menemukan anime BNI sebelum ,"['""Syukurlah""', '""aku""', '""menemukan""', '""anime""', '""BNI""', '""sebelum""', '""2025""']"
Lebih baik daripada Blue Lock season 2 🔥🔥🔥,0.0,Lebih baik daripada Blue Lock season 2 🔥🔥🔥,Lebih baik daripada Blue Lock season ,"['""Lebih""', '""baik""', '""daripada""', '""Blue""', '""Lock""', '""season""', '""2""', '""🔥🔥🔥""']"
"GG, peak iklan",0.0,"GG, peak iklan",GG peak iklan,"['""GG""', '"",""', '""peak""', '""iklan""']"
"bni atau bnj? <a href=""UCkszU2WH9gy1mb0dV-11UJg/Z8MfY8mzLbnovwK5roC4Bg""></a>",0.0,"bni atau bnj? <a href=""UCkszU2WH9gy1mb0dV-11UJg/Z8MfY8mzLbnovwK5roC4Bg""></a>",bni atau bnj a href UCkszU WH gy mb dV UJg Z MfY mzLbnovwK roC Bg a ,"['""bni""', '""atau""', '""bnj""', '""?""', '""<""', '""a""', '""href=""', '""\'\'""', '""UCkszU2WH9gy1mb0dV-11UJg/Z8MfY8mzLbnovwK5roC4Bg""', '""\'\'""', '"">""', '""<""', '""/a""', '"">""']"
Bisa2 nya gw nonton iklan sampe abis 😂,0.0,Bisa2 nya gw nonton iklan sampe abis 😂,Bisa nya gw nonton iklan sampe abis ,"['""Bisa2""', '""nya""', '""gw""', '""nonton""', '""iklan""', '""sampe""', '""abis""', '""😂""']"
Vibes karakternya berasa kayak Yukko dari Nichijou,0.0,Vibes karakternya berasa kayak Yukko dari Nichijou,Vibes karakternya berasa kayak Yukko dari Nichijou,"['""Vibes""', '""karakternya""', '""berasa""', '""kayak""', '""Yukko""', '""dari""', '""Nichijou""']"
"Kakek tolong cepat, cucunya udah keringat dingin 😂..<br><br>Tadi pagi pas lari liat logo wondr di bank BNI, pengen tau itu apaan tapi udah muncul disini 😂",0.0,"Kakek tolong cepat, cucunya udah keringat dingin 😂..<br><br>Tadi pagi pas lari liat logo wondr di bank BNI, pengen tau itu apaan tapi udah muncul disini 😂",Kakek tolong cepat cucunya udah keringat dingin Tadi pagi pas lari liat logo wondr di bank BNI pengen tau itu apaan tapi udah muncul disini ,"['""Kakek""', '""tolong""', '""cepat""', '"",""', '""cucunya""', '""udah""', '""keringat""', '""dingin""', '""😂""', '""..""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""Tadi""', '""pagi""', '""pas""', '""lari""', '""liat""', '""logo""', '""wondr""', '""di""', '""bank""', '""BNI""', '"",""', '""pengen""', '""tau""', '""itu""', '""apaan""', '""tapi""', '""udah""', '""muncul""', '""disini""', '""😂""']"
Gilee keren cuy wkwkwk,0.0,Gilee keren cuy wkwkwk,Gilee keren cuy wkwkwk,"['""Gilee""', '""keren""', '""cuy""', '""wkwkwk""']"
"Horee, setelah bmkg kita punya BNI 😁",0.0,"Horee, setelah bmkg kita punya BNI 😁",Horee setelah bmkg kita punya BNI ,"['""Horee""', '"",""', '""setelah""', '""bmkg""', '""kita""', '""punya""', '""BNI""', '""😁""']"
iklan mahal nih,0.0,iklan mahal nih,iklan mahal nih,"['""iklan""', '""mahal""', '""nih""']"
what is this dawg,0.0,what is this dawg,what is this dawg,"['""what""', '""is""', '""this""', '""dawg""']"
Kereeen...ini yg buat jepang atau indo ya?,0.0,Kereeen...ini yg buat jepang atau indo ya?,Kereeen ini yg buat jepang atau indo ya ,"['""Kereeen""', '""...""', '""ini""', '""yg""', '""buat""', '""jepang""', '""atau""', '""indo""', '""ya""', '""?""']"
karya anak bangsa bg,1.0,karya anak bangsa bg,karya anak bangsa bg,"['""karya""', '""anak""', '""bangsa""', '""bg""']"
"gils, cakep~",0.0,"gils, cakep~",gils cakep ,"['""gils""', '"",""', '""cakep~""']"
"Thought this was some fanmade/fandub of newest nichijou....but to see this is done by BNI is sooo cool! I am a BNI mobile banking since college, now im working. Wondr is really great with their marketing (all those promos, event and now this!?), not to mention a major improvement from the mobile banking (UI/UX wise, more lightweight, faster loading etc). For this one perhaps we could also stick to indo dub? To make it more local hahah, but also perhaps search for variety (animation-wise), so it could be oneshot. But again making this a series would be a better choice i guess?",0.0,"Thought this was some fanmade/fandub of newest nichijou....but to see this is done by BNI is sooo cool! I am a BNI mobile banking since college, now im working. Wondr is really great with their marketing (all those promos, event and now this!?), not to mention a major improvement from the mobile banking (UI/UX wise, more lightweight, faster loading etc). For this one perhaps we could also stick to indo dub? To make it more local hahah, but also perhaps search for variety (animation-wise), so it could be oneshot. But again making this a series would be a better choice i guess?",Thought this was some fanmade fandub of newest nichijou but to see this is done by BNI is sooo cool I am a BNI mobile banking since college now im working Wondr is really great with their marketing all those promos event and now this not to mention a major improvement from the mobile banking UI UX wise more lightweight faster loading etc For this one perhaps we could also stick to indo dub To make it more local hahah but also perhaps search for variety animation wise so it could be oneshot But again making this a series would be a better choice i guess ,"['""Thought""', '""this""', '""was""', '""some""', '""fanmade/fandub""', '""of""', '""newest""', '""nichijou""', '""....""', '""but""', '""to""', '""see""', '""this""', '""is""', '""done""', '""by""', '""BNI""', '""is""', '""sooo""', '""cool""', '""!""', '""I""', '""am""', '""a""', '""BNI""', '""mobile""', '""banking""', '""since""', '""college""', '"",""', '""now""', '""im""', '""working""', '"".""', '""Wondr""', '""is""', '""really""', '""great""', '""with""', '""their""', '""marketing""', '""(""', '""all""', '""those""', '""promos""', '"",""', '""event""', '""and""', '""now""', '""this""', '""!""', '""?""', '"")""', '"",""', '""not""', '""to""', '""mention""', '""a""', '""major""', '""improvement""', '""from""', '""the""', '""mobile""', '""banking""', '""(""', '""UI/UX""', '""wise""', '"",""', '""more""', '""lightweight""', '"",""', '""faster""', '""loading""', '""etc""', '"")""', '"".""', '""For""', '""this""', '""one""', '""perhaps""', '""we""', '""could""', '""also""', '""stick""', '""to""', '""indo""', '""dub""', '""?""', '""To""', '""make""', '""it""', '""more""', '""local""', '""hahah""', '"",""', '""but""', '""also""', '""perhaps""', '""search""', '""for""', '""variety""', '""(""', '""animation-wise""', '"")""', '"",""', '""so""', '""it""', '""could""', '""be""', '""oneshot""', '"".""', '""But""', '""again""', '""making""', '""this""', '""a""', '""series""', '""would""', '""be""', '""a""', '""better""', '""choice""', '""i""', '""guess""', '""?""']"
Makin bangga pake BNI 🔥🔥🔥,0.0,Makin bangga pake BNI 🔥🔥🔥,Makin bangga pake BNI ,"['""Makin""', '""bangga""', '""pake""', '""BNI""', '""🔥🔥🔥""']"
"BMKG ada vtuber, <br>BNI ada anime, <br>Trus......",0.0,"BMKG ada vtuber, <br>BNI ada anime, <br>Trus......",BMKG ada vtuber BNI ada anime Trus ,"['""BMKG""', '""ada""', '""vtuber""', '"",""', '""<""', '""br""', '"">""', '""BNI""', '""ada""', '""anime""', '"",""', '""<""', '""br""', '"">""', '""Trus""', '""......""']"
Asobi asobase,0.0,Asobi asobase,Asobi asobase,"['""Asobi""', '""asobase""']"
Siapa yang membiarkan BNI memasak 🔥🔥🔥🔥,0.0,Siapa yang membiarkan BNI memasak 🔥🔥🔥🔥,Siapa yang membiarkan BNI memasak ,"['""Siapa""', '""yang""', '""membiarkan""', '""BNI""', '""memasak""', '""🔥🔥🔥🔥""']"
Absolute cinema 🙌,0.0,Absolute cinema 🙌,Absolute cinema ,"['""Absolute""', '""cinema""', '""🙌""']"
YANG MULIA MARKETING WONDER GAK ADA RENCANA TSUDAKEN JADI BA WONDERR WKWWKKW,0.0,YANG MULIA MARKETING WONDER GAK ADA RENCANA TSUDAKEN JADI BA WONDERR WKWWKKW,YANG MULIA MARKETING WONDER GAK ADA RENCANA TSUDAKEN JADI BA WONDERR WKWWKKW,"['""YANG""', '""MULIA""', '""MARKETING""', '""WONDER""', '""GAK""', '""ADA""', '""RENCANA""', '""TSUDAKEN""', '""JADI""', '""BA""', '""WONDERR""', '""WKWWKKW""']"
baru mau tutup rekening gajadi deh😂,0.0,baru mau tutup rekening gajadi deh😂,baru mau tutup rekening gajadi deh ,"['""baru""', '""mau""', '""tutup""', '""rekening""', '""gajadi""', '""deh😂""']"
Absolute seniinimah,0.0,Absolute seniinimah,Absolute seniinimah,"['""Absolute""', '""seniinimah""']"
We get nijichou BNI BEFORE GTA 6 🗣🗣🗣🔥🔥🔥,0.0,We get nijichou BNI BEFORE GTA 6 🗣🗣🗣🔥🔥🔥,We get nijichou BNI BEFORE GTA ,"['""We""', '""get""', '""nijichou""', '""BNI""', '""BEFORE""', '""GTA""', '""6""', '""🗣🗣🗣🔥🔥🔥""']"
